Temperature_min,Temperature_max,WindSpeedAt3am,WindSpeedAt10am,WindSpeedAt6pm,HumidityLevelAt10am,HumidityAt6pm,PressureAt10am,PressureAt6pm,TemperatureAt10am,TemperatureAt6pm,WillRainTomorrow?
20.5,25.7,29,9,14,103,58,1034.4,1031.7,20.4,31.9,No
31.7,25.4,30,9,15,97,91,1027.3,1018.7,31.7,32.4,Yes
23,27.3,38,6,29,102,53,1024.7,1020.4,25.8,33.1,Yes
33.6,43.9,49,10,11,33,15,1018.5,1018.9,42.8,49.7,No
31.7,38,43,27,22,44,28,1025.7,1011.9,36.6,49.2,Yes
15.4,28.7,38,10,16,101,48,1026.9,1021.4,27.1,30.3,No
29.3,37.1,39,19,23,85,65,1023.9,1020.7,35.2,44.4,Yes
20.4,21.6,23,11,14,75,44,1039.3,1035.7,25.7,33.1,No
32.9,24.6,52,17,11,103,95,1028,1022.7,28.9,36.7,Yes
31.1,33.9,39,21,18,60,39,1035,1036.6,29.1,34.7,No
27.9,39.2,64,9,22,96,55,1017.1,1003.7,40,40.9,Yes
24.4,30,41,17,15,73,45,1026.4,1030.9,24.3,34.4,No
22.8,25.2,35,19,16,107,101,1028.6,1028.9,24.2,31.4,Yes
37.3,40.9,32,14,22,94,60,1025.9,1023.3,35.1,44.3,No
21.6,30.3,54,12,31,77,35,1027.5,1021.3,33,37.3,No
21.9,30.3,28,13,12,59,25,1032.9,1027.5,32.8,33.2,No
29.9,43.2,40,17,19,56,25,1026,1023.2,36.3,53.8,No
27.7,23.1,45,14,11,85,69,1022.9,1014.7,21.6,24.7,No
18.4,29.9,28,3,20,109,67,1028.2,1021,23.2,34,Yes
18.9,18.9,38,10,9,93,89,1022.5,1021.8,18.4,26.8,Yes
23.3,34,37,12,17,95,39,1025.5,1021,28.4,47.9,Yes
23.4,16.9,46,17,23,91,89,1021.6,1019.6,22.7,28.7,Yes
22.5,33.3,27,19,17,60,29,1036.3,1034.8,27.6,42.2,No
21.3,21.8,66,34,34,86,63,1007.8,1013.8,26.1,28.9,Yes
22.6,13.2,52,37,29,89,88,1006.8,1017.6,23,23.5,Yes
20.2,33,51,9,28,57,32,1023.9,1015.8,28.4,37,No
12.9,20.7,17,10,15,95,57,1032,1032.6,14.5,26.3,No
26,30.3,35,23,10,89,68,1024.8,1020.5,26.9,35.9,Yes
20.9,26.5,33,12,22,91,73,1032.4,1023.5,32.2,28.4,No
19.3,27,32,11,7,82,79,1016.8,1021.9,31.9,33,Yes
25.4,33.5,46,10,19,92,64,1013.9,997.1,31.4,42,Yes
15.5,34.9,33,9,21,62,38,1026.9,1019.2,32.3,41.8,No
35.6,38.4,40,11,20,58,40,1021,1021.9,40.4,40,No
23.7,20.9,24,13,21,88,75,1029,1026.1,27.7,31.9,No
34.2,37.9,42,15,25,83,44,1031.2,1021.2,39.1,41.2,No
24.4,18.8,22,11,12,99,70,1035.9,1032.6,22.4,24.2,No
13.4,24.6,29,11,25,103,69,1031.1,1021.8,25.4,26.4,Yes
33.1,35.7,39,11,21,89,62,1026.6,1032.1,37.6,40.5,No
13.6,26.4,19,13,11,107,54,1035.4,1024.5,22,33.7,No
19.1,21.6,46,11,33,100,96,1013.8,1011.7,29.4,21.8,Yes
22.1,26.3,42,17,16,81,61,1029.3,1026.5,28.2,36.1,No
30.2,30.3,56,11,20,54,50,1022.3,1020.4,34.3,39.4,No
34.3,36.6,35,20,15,73,54,1023,1021.7,32.3,40.7,No
29.3,42.7,65,9,18,63,20,1012.9,1015.9,34.2,48.2,No
22.6,13.2,52,37,29,89,88,1006.8,1017.6,23,23.5,Yes
26,33.1,56,12,9,75,81,1011.6,1014.7,32.1,39.6,Yes
28.4,35.9,42,17,27,79,66,1022.2,1018.5,33.6,39.2,Yes
30.7,29.8,39,19,27,71,80,1018.5,1014.9,35.9,36,Yes
31,41,50,10,26,80,57,1016.5,1016.4,41.5,47.6,Yes
36.9,36.7,36,18,21,41,35,1014.5,1014.8,35,48.3,No
31.3,41.7,26,12,23,90,40,1026.3,1022.8,33.4,41.7,No
31.6,40.2,43,15,22,64,44,1016.3,1015.1,33.6,49,Yes
17.1,31.6,55,14,21,55,34,1020.6,1015.5,28.5,36.1,No
26.2,29.4,54,15,21,72,48,1033,1022.6,33.7,37.1,No
26.6,30.1,35,10,28,83,52,1016.3,1020.6,23.2,36,No
19.9,28.1,41,6,26,72,38,1023.9,1023.8,25.3,35.9,No
23.8,20.2,56,30,26,89,80,1021,1019,23.8,22.3,Yes
25,27.3,45,14,25,77,48,1023.9,1016.4,23.3,37.5,No
23.3,25.4,28,8,23,106,53,1024.5,1025.4,20,38.2,Yes
22.9,22.6,68,28,29,48,60,1018.3,1013.3,25.1,36.5,Yes
23.3,28.4,42,23,23,74,50,1029.4,1028.5,21.2,28.8,Yes
22.2,34.1,20,9,9,110,62,1022.9,1021.1,25.7,34.7,Yes
36.6,37.4,68,8,17,94,52,1014.1,1010.1,37.2,48.5,Yes
29.2,32.1,27,18,22,107,105,1002.9,999.8,34.1,35,Yes
25.4,28.2,13,9,8,92,59,1033.5,1030.1,26.9,38.7,No
29.4,22.3,63,29,32,93,79,1008.2,1010.4,27.8,34.9,Yes
18.8,18.7,38,11,19,90,98,1027.7,1029.3,28.1,23.7,Yes
22.7,20.4,42,17,20,90,64,1027.1,1030.2,28.5,31.7,No
17.1,24.8,23,9,9,94,61,1032.9,1029.8,19.5,26.1,No
26.3,26.5,61,31,27,102,96,1023.8,1020.1,25.6,31.6,Yes
18.8,18.1,24,14,4,103,73,1033.5,1031.8,15.4,25.7,Yes
17.5,22.5,23,4,16,94,48,1036,1027.6,19.4,29.4,No
25.9,31.5,30,9,24,87,61,1029.4,1031.6,27.5,30.7,No
18,18.2,25,9,13,101,56,1028.6,1025.5,13,32.1,No
33.5,32.7,64,13,12,67,97,1008,1005.3,40.9,34.3,Yes
22.3,31.1,36,11,15,91,62,1027.3,1029.7,32.5,31.5,No
24.6,24.3,26,15,14,98,62,1044.6,1039.5,31.2,33.1,No
28,27,41,27,32,85,61,1027.7,1020,32.5,39,No
20.8,25.1,63,18,32,104,97,1021.9,1020,22,30,Yes
33.2,30,48,24,29,56,96,1018.4,1018.9,32.4,31.7,Yes
26.2,28.6,38,13,19,62,52,1017.4,1019.2,30.3,31.1,No
36.5,48.2,36,14,26,53,30,1019.8,1020.1,43.8,47.2,No
31,26.6,30,16,18,98,79,1023.8,1020.5,25.6,35.4,Yes
18.3,25.2,19,2,8,101,52,1034.8,1031.8,22.6,34.5,Yes
25.1,27.9,44,15,27,72,47,1024.7,1022.7,25.8,40.4,No
22.6,30,25,5,10,104,62,1038.4,1027.9,22.9,31.9,No
21.8,32.6,58,22,31,96,51,1011.7,1007.4,35.1,30.5,No
33,46.9,73,26,36,34,24,1018.8,1014.6,39,53.5,No
26.3,23.5,19,17,18,91,88,1038,1035,33.4,28.9,Yes
18.8,27,28,6,19,85,104,1022.5,1025.2,23.9,25.8,Yes
20.7,25.1,52,23,23,64,58,1022.2,1019.8,33,33.4,No
22.7,17.2,73,34,44,97,80,1010.1,1008.1,17.8,23.7,Yes
15,24,21,5,11,100,67,1034.2,1032.4,25.5,34.5,No
24,23.6,67,28,35,101,72,1026.2,1030.8,27.4,32.8,Yes
20.4,16.2,25,14,9,100,92,1030.4,1029,24.9,23.6,No
33.7,29.9,45,20,22,89,66,1034.8,1025.8,30.3,29.4,Yes
26.6,26.1,55,23,35,67,68,1027.7,1024,27.1,31.9,Yes
21,24.8,26,6,14,107,80,1032.4,1031.1,27,34,Yes
18.6,28.2,62,10,40,73,36,1018.4,1012,31.5,33.4,Yes
26.7,21.6,20,16,18,100,82,1031,1026.3,22.7,29.3,No
25.9,23.5,39,21,13,67,50,1028.1,1032.3,28,29.9,No
25.9,36.6,52,9,30,69,43,1033.5,1027,32.3,40,Yes
35.1,28.6,30,13,18,103,96,1013,1011.7,32.4,35.5,Yes
20.1,28.8,29,14,20,63,41,1026.4,1019.1,29.3,38,No
38.6,33.4,42,21,20,83,94,1019.7,1011.4,39.5,41,Yes
23.8,20.2,56,30,26,89,80,1021,1019,23.8,22.3,Yes
38.8,35.6,39,9,23,78,37,1011.5,1004.5,39.2,45.4,No
32.1,43.5,54,10,10,76,84,1022.6,1019.1,40.1,41,Yes
22.1,21.3,51,4,11,104,78,1023.7,1019.8,24,25.9,Yes
21.4,38.2,48,12,30,68,55,1026.9,1024.8,36.7,35.5,No
30.7,37.9,52,10,11,110,54,1025.8,1018,34.9,45.9,Yes
42.5,47.8,53,9,23,70,33,1023.9,1018.7,47.1,47.6,Yes
27.7,30.6,46,24,33,58,38,1017.1,1019.4,36.5,36.3,No
25,30.2,36,21,17,60,47,1017,1021.4,28.2,41.3,No
30.4,34.7,21,13,9,98,82,1016.7,1021.1,32.6,32.6,Yes
26.2,30.7,36,21,25,58,41,1029.8,1021.2,22.7,32.8,No
28.4,18.9,24,17,14,87,86,1013.8,1009.5,27.3,26.3,Yes
36.9,35.3,35,18,14,85,62,1019.3,1011,42,44.1,No
17.3,24,9,8,11,104,105,1027.5,1024,21.5,27.8,Yes
36.1,32,42,26,21,52,102,1010.7,1008.9,43.1,33.5,Yes
22.5,25.7,37,14,21,84,75,1024.9,1024.4,30.3,29,No
31.3,38.4,72,15,23,75,45,1016,1015.4,39.6,49,Yes
22.5,33.6,63,22,35,44,18,1017.3,1006.8,38.7,42.6,No
35,35.7,52,27,25,71,62,1021.4,1022.5,39.2,44.8,Yes
31.5,33,32,29,16,68,36,1023.6,1024.4,30.6,37.9,No
20.2,35.1,32,5,19,67,24,1028.1,1024.4,32.5,41,No
21.3,41.2,48,12,21,56,15,1025,1019.6,30.7,43.5,No
24.7,30.4,48,6,17,65,38,1025.8,1025.3,26.9,39.3,No
31.7,42.7,29,12,19,69,47,1016.7,1017.2,34,45.6,No
27.7,37.8,46,16,26,58,37,1020.3,1017.6,31.6,44.1,No
42.5,36.2,90,9,16,89,105,1022.7,1013.1,34.8,34.4,Yes
26.2,32.7,28,16,21,84,47,1037.7,1030.2,30.6,41.1,No
9.3,22.9,22,12,17,94,45,1031.6,1020.9,23.3,31.4,No
22.8,21.7,30,15,14,83,59,1026.3,1027.2,18.5,31.2,No
32.8,33.4,49,15,16,109,60,1022.4,1017.9,29.1,45,No
34.7,33.1,52,13,29,68,57,1020.9,1016.5,40.7,32.2,No
25.8,22.9,73,36,51,101,59,1007.3,1008,27.7,33,Yes
38.9,26,26,16,15,103,98,1022.5,1016.5,31.9,31.6,Yes
21.3,19.1,56,20,22,92,69,1018.3,1021.6,28.4,25,Yes
34.8,30.5,51,20,31,54,98,1018.8,1010.9,36.4,31.3,No
34.5,26.6,35,12,17,103,79,1031.3,1021.3,32.9,34.9,Yes
23.6,25.1,38,12,17,57,51,1027.5,1028.8,28.2,38.6,No
29.8,33.6,53,10,10,94,90,1030.1,1023.7,32.4,39.4,Yes
35.2,31.7,50,9,32,97,85,1016.6,1017.3,35.5,37,No
31.3,29.7,49,19,25,84,74,1027.9,1024.5,35.2,34.6,Yes
36.3,25,85,37,34,100,96,993.7,999.8,28.7,31.3,Yes
19.5,27.1,31,25,15,64,53,1037.9,1033.9,33.7,38.3,No
27.3,26.9,37,15,28,107,81,1014.8,1014.3,29.3,38.7,No
26.6,26.1,55,23,35,67,68,1027.7,1024,27.1,31.9,Yes
21.1,28.2,49,30,27,45,33,1022.8,1020.1,32,29.4,No
31.3,38.7,42,24,18,72,40,1018.7,1019.2,36.8,48.6,No
16.8,16.9,29,13,12,107,107,1024,1023,28.1,24.6,Yes
33.3,26,41,15,15,98,97,1018.8,1016,37.7,31.8,Yes
30.7,36.3,57,28,27,53,51,1017.1,1017.1,38.7,39.8,No
24.8,19.2,81,24,27,84,73,1016.7,1015.8,28.6,32.2,Yes
35.6,33.9,35,17,30,106,76,1030.7,1025.6,38.2,41.1,Yes
31.5,45.2,45,24,16,77,34,1023.6,1023,36.8,50.2,No
26.1,28.9,25,9,9,81,57,1019.1,1015.3,34.7,39.2,No
27.2,36.4,39,16,24,68,42,1019.2,1022.4,37.7,46.3,No
30.8,29.8,60,21,18,103,99,1023.4,1020.5,33.4,32,Yes
38.7,38,40,17,24,71,58,1029.7,1025.5,41,41.1,Yes
21.6,28,27,15,18,83,73,1029.4,1022.4,25,35.8,Yes
30.4,31.2,34,13,23,78,80,1020,1020.2,38.3,38.1,Yes
31.8,42.9,25,15,16,40,24,1018.8,1018.9,35.6,53.9,No
14.7,25.5,26,17,17,104,67,1025.2,1021.8,21.7,34,Yes
35.9,38.3,28,9,16,71,38,1033,1023.1,33.8,39.7,No
21.5,30.1,59,3,37,103,52,1014.3,1016.6,26.5,30.2,No
28.3,29.9,53,26,27,82,67,1014.9,1012.7,30.7,37.1,No
32.1,28.5,33,6,12,91,102,1032.6,1027.1,33.3,35.4,Yes
13.1,26.3,41,2,14,99,45,1031.7,1026.1,23.8,37,No
31.2,29.4,52,16,18,103,90,1014.1,1008.4,26.4,34.3,Yes
15,19.1,39,18,23,81,69,1019.9,1021.1,17.5,25.6,Yes
15,19.1,39,18,23,81,69,1019.9,1021.1,17.5,25.6,Yes
15.6,18.3,21,7,21,96,91,1024,1028.2,24.5,20.9,Yes
30.8,35.6,84,10,23,87,57,1025.9,1018.3,37.7,41.8,Yes
19.9,29.8,48,13,28,104,53,1025.8,1024.1,17.8,30.8,Yes
20.9,30,23,17,10,84,56,1030.9,1026.3,25.9,34.1,No
30.2,41,36,13,15,92,56,1023.1,1010,41,48.6,Yes
30.4,39.1,33,18,15,73,37,1014.5,1020.6,31.6,44.7,No
19.9,23.3,54,18,31,59,70,1018,1017.3,35,28.7,Yes
15.8,26.9,40,16,26,66,59,1027,1026.3,30.5,33,No
24.3,24.9,52,18,34,52,40,1016.6,1019.7,34.7,31.6,No
27.4,29,22,11,8,77,78,1023.4,1024.9,31.3,34.4,Yes
28,35.9,34,12,17,70,30,1020.7,1015.7,26.8,44.7,No
23.1,31.6,36,20,23,74,73,1028,1024.8,37.6,29.9,Yes
24.7,33.4,36,10,17,72,49,1026.7,1020.9,27.1,42.1,Yes
14.6,24.9,28,13,19,88,57,1026.8,1026.1,23.1,34.5,No
25.6,25.4,66,35,38,64,45,1020.4,1015.6,30.1,27.2,No
31.2,32.7,26,10,10,93,78,1027.7,1022.2,39.8,41.5,No
33.4,35.6,38,17,18,67,44,1017.9,1017.3,40.9,47,No
37.6,44.5,56,16,16,69,43,1016.6,1010.6,42.9,55.1,Yes
25,26.3,42,11,19,60,37,1034.5,1033.5,36.6,35.8,No
13.6,26.1,24,10,22,94,64,1034.6,1022,16.9,35.8,No
33.6,27.9,38,18,8,86,88,1014,1014.1,32.7,37.5,Yes
27.8,20,43,15,20,102,104,1022,1024.8,30.9,19.5,Yes
26.2,41.5,48,14,35,59,24,1017.9,1018.4,36.5,40.9,No
20.3,27.4,39,14,18,98,87,1029.4,1028.2,28.2,27.5,Yes
31.3,48.2,87,8,17,49,24,1012.6,1004.3,36.7,54.4,Yes
19.2,19.6,16,4,6,96,65,1025.9,1027.2,26,23.9,Yes
22.3,26.7,40,23,21,69,54,1033.4,1032.3,21.3,25.2,No
31.9,48.2,87,34,30,33,26,1012.4,1007.2,52.5,45.9,No
36.2,28.1,29,12,13,95,95,1009.7,1005.2,32.4,38.8,Yes
38.4,31.9,30,16,19,95,87,1023.4,1024.1,37.8,30.7,Yes
37,40.8,37,26,11,67,41,1020,1018.8,36.6,46.9,No
31.4,33.7,35,11,23,78,70,1023.4,1018.4,31.2,37.9,Yes
19.5,33.5,22,7,9,95,46,1025.1,1023.1,28.1,42.4,No
32.7,38,69,25,23,99,72,1009.2,1013.5,35.1,37.4,Yes
37.1,33.8,43,12,9,66,42,1017.5,1016.3,33.6,42.8,No
13.1,26.5,38,12,16,71,37,1019.2,1019.1,24.8,39.1,No
25.5,34.2,47,11,14,64,36,1025.9,1028.2,32.2,36.1,Yes
24.1,25.8,32,12,13,83,68,1031.2,1025.7,29.3,35.2,No
34.1,35.4,31,16,11,70,73,1022.8,1017.2,39.7,40.5,Yes
22.5,30.4,25,10,15,69,34,1030.7,1029.5,26.1,36.7,No
22.8,26.3,26,10,20,76,90,1021.3,1013.2,35.6,29.6,Yes
34.1,22.3,27,16,14,83,99,1028.3,1028.1,36.9,27.6,Yes
20,29.7,41,16,26,65,48,1022.4,1017,31.7,29.3,No
20.2,24,34,5,18,105,76,1027.8,1027.9,28.1,23.4,Yes
16.9,18.9,25,8,18,96,69,1026.1,1027.3,21.8,24.5,No
15.8,25.7,30,15,18,87,57,1030.1,1030.3,28,34.6,No
15.1,27.1,28,2,17,80,47,1032.3,1023.5,24.3,26.1,No
20.2,20.3,24,5,14,110,80,1031.5,1028.4,18.5,21.8,Yes
21,24.8,26,6,14,107,80,1032.4,1031.1,27,34,Yes
28.1,25.6,31,6,22,102,81,1028.3,1016.6,26.5,31.9,Yes
21.4,24.2,35,8,23,94,66,1029.6,1027.6,21.7,31,Yes
22.1,39.6,51,14,26,55,24,1013,1012.1,31.6,53.5,No
32.7,42.5,40,26,8,55,37,1021.7,1025.1,40,47.3,No
18.6,21.3,50,9,24,83,83,1018.5,1008.2,22.3,26.2,Yes
20.4,41.2,28,8,9,66,28,1028.4,1023.1,30,44.9,No
26.7,43.9,51,26,27,11,5,1016.3,1016.9,45,44.8,No
22,25.9,38,17,19,63,43,1016.7,1013.3,27.9,32.3,Yes
16.8,24,24,7,16,109,70,1024.9,1025.6,20.5,30.8,Yes
12.5,25.8,13,12,9,91,70,1042.5,1035.9,21.1,27.1,No
36.8,44.1,34,18,13,89,43,1023.3,1020.1,39.8,50.6,No
27.3,30.4,34,8,18,88,53,1034.5,1026.7,26.1,33.3,No
26.7,16.6,31,14,23,96,96,1025.7,1019.3,23.4,29.1,Yes
22,21.9,28,5,12,110,89,1030.8,1033.8,27.4,22.5,No
25.3,20.3,57,22,25,90,78,1013.5,1011.2,26.5,30.1,Yes
24.2,23.2,35,18,20,104,85,1039.6,1032.9,28.8,32.3,No
30.4,35.3,64,20,22,79,55,1026.1,1018.8,33.7,48.8,Yes
17.9,26.3,30,14,22,95,53,1031,1027.7,21.2,39.1,No
30.9,32.8,17,7,13,104,98,1016.9,1023.3,31.9,43.4,Yes
28.9,38.4,39,21,20,50,40,1028.8,1026.6,40.3,45.6,No
26.7,23.1,56,28,16,75,65,1032.9,1029.3,32,32.8,No
25.5,26.2,18,10,7,94,95,1026.9,1020.5,31.8,37.4,Yes
20.1,17.4,23,9,9,92,57,1032.6,1028.4,23.4,25.7,No
40.1,39.5,108,13,6,95,66,1011,1007.7,36.3,44.1,Yes
27.4,32.1,38,11,17,87,64,1029.3,1029.5,33,36,Yes
31.4,30.1,46,16,26,86,68,1025.5,1023.8,37.4,43.7,Yes
25.3,27,64,27,37,47,28,1013.6,1009.5,35.3,36.1,No
26.1,24.6,36,22,24,75,65,1029.1,1025.5,29.2,28.2,Yes
21,27,28,9,16,93,56,1035,1040.3,29.5,32.3,No
22.3,39.1,32,15,12,74,50,1027.5,1021.1,29.5,41.1,No
25,34,50,22,19,58,36,1018.2,1020.8,32.8,37.9,No
24.7,28.3,45,22,27,76,56,1015.8,1016.8,30.7,30.1,No
37.7,47.1,32,13,25,45,21,1013.1,1008.7,47.5,55.7,No
22.8,23.3,36,18,20,94,85,1033.3,1029.2,25.8,32.9,Yes
31.3,29.2,48,30,25,94,92,1020.1,1021.4,37.2,36.1,Yes
27.9,35.6,45,25,22,39,18,1030.6,1024.8,34.6,36,No
35.2,32.3,47,8,18,88,71,1021.8,1020.3,38.8,35.1,Yes
20.8,25.1,63,18,32,104,97,1021.9,1020,22,30,Yes
24.5,21.5,58,25,29,94,69,1009.1,1005.7,30.1,34.1,Yes
25.8,25.4,24,19,9,104,105,1035.1,1033.5,23.6,27,Yes
23,32.4,58,11,37,75,48,1018.4,1009,28.8,41.6,Yes
38,37.3,48,26,27,55,35,1026.3,1013.8,37.7,43.3,Yes
25.7,32.2,31,5,16,75,47,1028.6,1019.7,33.5,35.7,No
21.2,42.2,38,17,20,52,34,1014.8,1012,36.1,44.5,No
31.4,32.4,38,15,23,101,68,1011,1014.4,38.8,44.5,Yes
31.7,46.2,64,19,15,49,15,1019.6,1010.5,44,53,No
36.9,47.1,65,6,37,86,68,1019,1016.3,39.4,43.7,Yes
25.3,21.8,62,30,34,81,92,1009,1004.7,28.3,28.1,Yes
23,24.5,41,25,24,94,57,1035.5,1034.4,28.2,27.2,Yes
19.2,21.1,26,15,12,68,37,1038.1,1030.1,22.7,28.1,No
18,25.9,24,5,18,105,66,1031,1021.3,30.2,31,No
28.2,29.6,49,16,31,91,74,1032.2,1029.8,28.6,28.8,Yes
14.8,15.9,20,8,17,106,86,1033.5,1021.6,15.6,25,Yes
15,25.8,26,9,15,84,58,1015.8,1015.3,24.5,33.5,No
22.8,35.1,43,9,28,74,68,1019.9,1024,30.6,40.2,Yes
29.4,22.3,63,29,32,93,79,1008.2,1010.4,27.8,34.9,Yes
34.2,35.9,28,11,12,104,66,1028.3,1027.2,34.6,39.2,No
24.6,34.5,37,20,18,47,34,1018,1010.8,33.1,43.6,No
36.1,31.2,36,16,22,80,65,1021.2,1018.7,32.5,37.1,No
24.7,23.6,27,10,13,98,63,1020.6,1024.9,19.4,29.8,No
25.3,30.2,30,5,19,109,51,1033.6,1031.4,34.6,43.6,No
36.7,38.2,60,14,23,86,58,1025.2,1026.4,36.8,42.8,Yes
31.8,27.1,28,7,13,93,77,1029.8,1021.6,31.6,29.4,Yes
19.8,24.8,32,15,30,98,62,1027.3,1022.2,27,39.3,Yes
23.8,24.6,40,14,27,93,84,1019.1,1016.1,28.4,27,Yes
30.9,37,38,15,28,65,41,1018.6,1011.3,31.9,39,No
40.3,37.7,68,27,44,91,57,1014.4,1014,34.4,42.1,Yes
25.9,38.4,35,27,17,52,25,1031.9,1026.8,38.6,40.1,No
40.2,45.5,52,16,27,31,17,1021.4,1019,44.4,54.8,No
27.6,25.3,40,26,28,97,99,1030.7,1027.5,32.2,27.8,Yes
38,36.9,28,12,21,81,63,1027.7,1025.9,36.9,42.2,No
23.4,22.2,24,8,16,100,106,1047,1036.9,24.1,23,Yes
28,37.6,45,14,17,72,28,1021.6,1015.8,34.5,46.8,No
27.4,31.1,34,13,19,92,61,1028.7,1022.7,33.8,34.5,No
17.9,24.3,37,12,24,89,62,1031.7,1027.6,26,27.7,Yes
30.6,40.7,63,16,30,81,69,1019.3,1018.2,33.8,47.3,Yes
20,29.5,26,17,16,70,83,1030.2,1025.8,31,38.1,No
33.9,31.9,23,3,8,92,94,1022.2,1018.3,36.7,31.7,Yes
20.1,32.1,17,7,16,82,53,1022.8,1020.5,30.2,40,No
23.6,31.2,34,12,19,83,65,1032.3,1030.5,29.2,38.4,No
30.9,33.3,34,15,11,98,63,1018.5,1013.8,38.6,42.5,No
28.6,24.6,46,26,19,63,35,1043.9,1038.3,24.1,31.1,No
19.6,26.7,53,12,31,71,52,1025,1022.1,26.9,39.3,Yes
40.8,33.4,46,14,15,36,65,1019.9,1022.3,41.1,40.8,Yes
25.4,37.2,39,6,12,107,52,1027.8,1025.6,32.5,39.3,No
14.7,25.5,26,17,17,104,67,1025.2,1021.8,21.7,34,Yes
35.1,28.6,30,13,18,103,96,1013,1011.7,32.4,35.5,Yes
19.8,28.1,33,15,20,79,80,1030.7,1033,26,34.7,Yes
28,29.2,27,13,17,86,77,1019.7,1022.5,27.1,35.3,Yes
29.7,45.2,35,8,22,78,33,1023,1023.3,35.9,50.7,No
36.4,36.7,37,22,20,68,55,1022.2,1028.2,31.6,40.3,Yes
16.4,31.8,34,10,17,80,40,1027,1027.9,28.7,41.4,No
31.8,32.4,37,19,23,67,56,1025.6,1023.8,34.6,35.1,No
33.9,53,59,13,38,57,20,1014.5,1010.2,47.9,60.2,Yes
29,40,26,5,14,64,35,1032.9,1027.3,31.5,41.3,No
20.9,25.8,19,6,6,102,82,1026.2,1029.4,31.1,32.6,Yes
35.3,33.4,28,10,18,91,80,1017.8,1024.8,35.6,42.7,Yes
13.4,24.6,29,11,25,103,69,1031.1,1021.8,25.4,26.4,Yes
25.7,29.6,36,19,22,60,36,1025.8,1024.3,24,35.6,No
24.3,31.9,30,11,19,107,78,1017.6,1019.8,27.8,37.6,Yes
17.5,26.8,32,25,18,71,61,1030.1,1030.4,30,35.9,No
34.7,37.4,38,16,20,74,57,1028.3,1020.9,34.6,44.9,No
29.9,35.1,52,25,30,69,30,1015.6,1017.7,36.8,39,No
28.3,21.8,47,16,34,91,70,1021.6,1018.4,22,31.5,Yes
32.3,26.8,36,20,25,96,77,1025,1017.5,33.8,34.3,Yes
30.6,29.7,55,38,32,52,54,1028.4,1026.1,30.5,33.1,No
35.6,36.3,41,15,20,99,41,1018.4,1021.5,35.3,48,No
31.6,40,77,14,21,69,48,1025.9,1018.9,42.5,45.8,No
29.7,25.5,32,14,21,90,98,1032.7,1029.3,29.2,27.9,Yes
22.6,22.5,47,26,20,84,65,1024.8,1020.9,20.1,32.6,No
32.9,45.4,73,16,27,56,35,1011.7,1009.4,45.6,53.5,Yes
16.5,23.9,37,9,21,106,65,1015.8,1019.5,27,32.7,No
20.4,26.1,27,10,10,80,47,1026.3,1028.3,22.8,27.8,No
37.2,31.2,31,16,20,71,91,1019.1,1019.9,33.4,32.6,No
18.1,21.9,48,19,22,99,67,1026.8,1026.6,25.9,29.1,No
18.8,26.4,27,10,12,76,57,1032.8,1026,21,31.2,No
17.3,20.1,26,3,17,104,81,1029.8,1032.7,21.5,23,Yes
24.7,35.6,46,20,20,61,64,1019.5,1014.3,39.4,39.8,Yes
28,28,56,28,32,73,41,1014.9,1010,30.4,38.2,No
30.8,39.1,36,13,15,104,53,1021.1,1018.7,36.8,41.2,Yes
22.3,28.8,27,17,18,72,48,1021.2,1020.9,27.6,36.5,No
29.7,26.9,32,19,18,105,105,1019.3,1015,38.7,37.6,Yes
19.6,19.6,44,18,19,101,99,1021.3,1023.8,29.1,27.5,Yes
20,18.1,32,10,27,103,80,1029.9,1030.3,18.9,26.8,No
12.8,26.5,33,9,19,92,63,1030.9,1027.1,19.9,32.1,No
28.3,27.9,47,24,17,99,90,1017.3,1013.8,35,41.1,Yes
13.6,14.6,33,11,23,94,61,1029.1,1024.9,13.5,18.7,Yes
19.4,24.8,38,7,12,102,54,1024.2,1012,21.2,31.2,Yes
27.4,29,22,11,8,77,78,1023.4,1024.9,31.3,34.4,Yes
23,36.8,47,19,22,54,27,1026.7,1020.2,37,47.7,No
25.7,29.4,32,9,22,91,43,1038.5,1028.1,24.6,38.1,No
17.2,20.8,45,18,22,79,50,1030.9,1029.5,25.4,33.2,No
24.3,30.5,40,18,27,65,49,1025.1,1020.7,24.7,37.6,No
29.2,32.9,33,4,22,72,54,1039.3,1035,26,40.2,No
33,30.2,52,32,27,59,42,1014.6,1012.3,27.7,42,No
29.7,44.4,44,12,34,86,54,1019.3,1017,34.2,47,No
15.7,19.4,33,16,30,71,75,1040.4,1033.6,26.6,32.3,Yes
22.4,28,33,4,14,64,36,1030.6,1025,33.1,40.3,No
26.7,30.4,45,26,10,48,26,1027.4,1028.5,34.3,37.1,No
13.1,27.3,37,16,19,50,42,1028,1034.6,31.9,31,No
29.6,28,45,31,24,70,74,1024.1,1031.6,37.5,35.8,No
20.8,27,27,4,14,82,48,1030,1029.2,24.2,36.3,No
28.6,33.2,29,11,6,75,48,1029.8,1029.7,25.1,40.7,No
18.3,21.9,30,22,18,79,68,1027.1,1023.4,30.8,33.3,Yes
32,38.8,79,22,37,58,58,1021.1,1023.1,35.8,37.5,Yes
29.6,35.1,38,6,25,79,37,1017.1,1017.2,30.5,45.9,Yes
16.6,28.2,31,11,16,69,53,1032.3,1027,28.9,34.4,No
